tariff.plan;payment.method;sex;age;activation.zone;activation.channel;vas1;vas2;q01.out.ch.peak;q01.out.dur.peak;q01.out.val.peak;q01.out.ch.offpeak;q01.out.dur.offpeak;q01.out.val.offpeak;q01.in.ch.tot;q01.in.dur.tot;q01.ch.sms;q01.ch.cc;q02.out.ch.peak;q02.out.dur.peak;q02.out.val.peak;q02.out.ch.offpeak;q02.out.dur.offpeak;q02.out.val.offpeak;q02.in.ch.tot;q02.in.dur.tot;q02.ch.sms;q02.ch.cc;q03.out.ch.peak;q03.out.dur.peak;q03.out.val.peak;q03.out.ch.offpeak;q03.out.dur.offpeak;q03.out.val.offpeak;q03.in.ch.tot;q03.in.dur.tot;q03.ch.sms;q03.ch.cc;q04.out.ch.peak;q04.out.dur.peak;q04.out.val.peak;q04.out.ch.offpeak;q04.out.dur.offpeak;q04.out.val.offpeak;q04.in.ch.tot;q04.in.dur.tot;q04.ch.sms;q04.ch.cc;q05.out.ch.peak;q05.out.dur.peak;q05.out.val.peak;q05.out.ch.offpeak;q05.out.dur.offpeak;q05.out.val.offpeak;q05.in.ch.tot;q05.in.dur.tot;q05.ch.sms;q05.ch.cc;q06.out.ch.peak;q06.out.dur.peak;q06.out.val.peak;q06.out.ch.offpeak;q06.out.dur.offpeak;q06.out.val.offpeak;q06.in.ch.tot;q06.in.dur.tot;q06.ch.sms;q06.ch.cc;q07.out.ch.peak;q07.out.dur.peak;q07.out.val.peak;q07.out.ch.offpeak;q07.out.dur.offpeak;q07.out.val.offpeak;q07.in.ch.tot;q07.in.dur.tot;q07.ch.sms;q07.ch.cc;q08.out.ch.peak;q08.out.dur.peak;q08.out.val.peak;q08.out.ch.offpeak;q08.out.dur.offpeak;q08.out.val.offpeak;q08.in.ch.tot;q08.in.dur.tot;q08.ch.sms;q08.ch.cc;q09.out.ch.peak;q09.out.dur.peak;q09.out.val.peak;q09.out.ch.offpeak;q09.out.dur.offpeak;q09.out.val.offpeak;q09.in.ch.tot;q09.in.dur.tot;q09.ch.sms;q09.ch.cc;y
3;Domiciliazione Bancaria;B;45.08;1;5;N;N;36;6183;33.798;23;2873;96.748;52;1235;0;0;86;14227;739.737;12;7445;201.547;30;1053;0;0;40;13370;691.773;5;610;20.663;34;1376;0;0;69;9600;538.313;6;2683;7.437;22;679;0;0;51;7219;40.389;11;2495;74.757;33;3400;0;0;47;17240;823.367;5;693;56.165;17;560;0;0;54;9676;526.512;23;5384;160.566;28;2657;0;0;17;1326;82.075;5;547;19.062;7;301;0;0;48;7216;400.641;4;914;27.352;14;1854;0;0;0
6;Carta di Credito;B;34.13;3;5;N;N;101;20307;794.399;0;0;0;308;74257;1;0;177;37939;1.472.098;0;0;0;320;79331;0;0;125;34080;1.287.274;0;0;0;385;109177;0;1;135;21404;866.821;0;0;0;346;85167;2;0;281;43405;1.765.291;0;0;0;275;66632;3;0;289;53011;2.100.007;0;0;0;261;58280;2;0;173;27676;1.119.203;0;0;0;176;35215;0;0;55;11989;464.233;0;0;0;45;19334;1;0;263;58904;2.272.416;0;0;0;286;88893;4;0;780
8;Carta di Credito;B;14.98;3;9;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;Bollettino Postale;B;19.18;3;7;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;33511;1.487.938;0;0;0;65;4163;0;8;1718
7;Domiciliazione Bancaria;B;43.93;2;5;N;N;80;7197;603.278;4;65;0.5779;75;4997;0;0;49;3995;250.389;8;752;27.372;105;7301;0;0;36;2431;158.609;2;77;0.4023;107;9448;0;0;90;7400;462.818;4;100;0.6678;142;11259;0;1;152;15232;919.908;7;689;35.062;232;15077;0;1;91;7679;475.378;7;507;20.116;153;12166;0;1;172;15266;93.913;7;269;14.068;265;19209;0;0;100;7896;492.287;13;755;38.058;181;11706;0;0;129;9613;506.092;0;0;0;228;18856;0;2;722
8;Carta di Credito;M;34.42;4;5;N;N;5;167;13.722;0;0;0;10;460;1;1;0;0;0;0;0;0;9;648;0;3;12;945;60.813;0;0;0;2;29;0;0;19;1043;73.063;0;0;0;24;1048;2;0;33;2283;151.053;0;0;0;62;4429;1;0;23;1823;117.169;0;0;0;50;1998;0;2;17;1395;89.027;0;0;0;33;806;0;0;16;824;58.742;0;0;0;12;1160;1;3;67;4191;282.879;0;0;0;50;3066;6;0;45
7;Carta di Credito;M;39.31;1;5;N;N;136;12708;101.019;67;5573;492.261;187;11867;0;0;92;6548;415.066;59;6008;405.398;196;13793;0;0;171;22032;1.271.026;110;12486;580.916;380;24525;0;0;83;10040;571.764;18;2960;153.961;113;6035;17;1;135;15651;918.229;37;3586;175.988;215;19290;4;0;123;31815;1.368.626;0;0;0;117;6613;2;0;44;3019;156.208;0;0;0;64;2037;0;0;17;4443;168.546;0;0;0;42;10271;0;0;14;2140;87.188;0;0;0;16;1028;0;0;0
6;Carta di Credito;F;29.6;4;5;N;N;212;22461;982.306;0;0;0;297;13617;0;0;270;26690;1.235.985;0;0;0;288;14499;0;0;239;20214;932.757;0;0;0;283;13753;0;0;188;15444;719.032;0;0;0;243;14973;0;1;216;23948;1.035.894;0;0;0;189;13318;0;0;193;16431;75.773;0;0;0;170;12788;0;0;282;30186;1.316.046;0;0;0;180;16285;0;0;196;20718;906.516;0;0;0;104;7548;0;0;263;30249;1.299.653;0;0;0;159;16169;0;0;618
3;Bollettino Postale;M;40.16;4;3;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1176;77.871;6;370;15.592;19;752;0;0;56;4142;259.354;12;1130;41.105;96;6442;0;0;43;2391;160.742;10;831;31.447;87;5656;0;0;34;1973;131.103;11;611;26.887;47;3084;0;1;41;2832;180.114;11;1866;58.778;70;4802;0;0;1673
8;Domiciliazione Bancaria;M;49.4;2;5;N;N;2;79;0.4591;0;0;0;41;2137;0;0;1;50;0.328;1;39;0.1312;22;1141;0;0;0;0;0;1;11;0.0656;38;2012;0;0;7;314;15.086;0;0;0;44;2095;0;0;2;19;0.1312;0;0;0;35;1750;0;0;21;1507;78.982;7;1166;2.558;83;7340;0;0;9;593;39.674;0;0;0;66;6809;0;0;4;149;1.177;0;0;0;47;3653;0;0;9;793;49.926;0;0;0;41;4696;0;0;0
6;Domiciliazione Bancaria;B;30.62;1;5;N;N;16;2443;99.547;0;0;0;7;212;0;1;34;5531;223.068;0;0;0;5;110;0;0;39;6633;265.696;0;0;0;3;364;0;0;55;10527;41.455;0;0;0;9;712;5;0;43;7088;28.528;0;0;0;5;603;0;0;17;2542;103.947;0;0;0;6;514;0;0;52;11666;45.017;0;0;0;15;1805;0;0;68;7046;305.551;0;0;0;16;3288;0;0;62;12313;482.479;0;0;0;8;447;0;0;0
7;Carta di Credito;B;24.81;3;5;N;N;60;2668;152.649;0;0;0;13;596;0;0;527;26639;1.444.468;0;0;0;386;18820;0;0;526;28552;1.512.537;0;0;0;433;21543;0;1;488;26705;1.409.514;0;0;0;357;23231;0;0;487;26049;1.387.281;0;0;0;334;20377;0;0;624;35592;1.850.956;0;0;0;500;35468;0;0;722;41183;2.141.168;0;0;0;446;28122;0;0;341;16864;921.256;0;0;0;294;18978;0;1;504;30841;1.568.722;0;0;0;440;26914;0;0;744
8;Domiciliazione Bancaria;M;30.62;1;5;N;N;2;340;25.823;15;1401;58.876;4;354;0;0;5;298;2.18;8;286;15.535;3;42;0;2;76;7038;439.092;0;0;0;11;766;0;3;27;2704;166.408;0;0;0;42;4165;0;0;34;2511;163.768;0;0;0;39;3576;0;0;111;4655;353.112;0;0;0;32;2341;0;1;252;12684;909.067;0;0;0;38;3406;0;4;223;23185;140.687;0;0;0;17;1382;0;12;270;30762;1.845.616;0;0;0;48;2395;5;8;1866
7;Domiciliazione Bancaria;M;32.42;3;5;N;Y;110;9626;773.332;58;3645;179.727;105;5755;4;6;702;45686;2.259.762;0;0;0;110;3813;0;1;633;51922;2.406.865;0;0;0;145;6436;4;3;407;35527;1.627.779;0;0;0;113;4044;4;3;342;27349;1.280.534;0;0;0;107;3603;1;3;333;31014;1.396.892;0;0;0;125;5738;0;1;293;29736;1.312.141;0;0;0;145;6239;1;2;265;33131;2.043.666;0;0;0;90;4374;1;1;185;33015;1.504.408;0;0;0;65;2859;0;0;2451
7;Bollettino Postale;B;35.11;4;5;N;N;130;8072;527.003;12;927;35.945;166;11409;0;0;164;13413;821.962;25;1645;6.762;227;13499;0;0;189;13237;839.201;16;1591;56.955;209;12606;0;0;186;12790;624.696;0;0;0;236;14168;0;0;222;15706;762.037;0;0;0;303;19270;0;0;340;25240;1.208.922;0;0;0;291;17431;0;0;335;19854;1.020.787;0;0;0;263;16528;0;0;245;13945;725.932;0;0;0;174;13167;1;5;213;15860;75.897;0;0;0;203;12317;0;0;671
7;Carta di Credito;M;48.49;2;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;6752;306.941;0;0;0;23;1285;0;0;236;29068;1.231.595;0;0;0;193;11420;2;0;783
7;Domiciliazione Bancaria;F;20.45;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1981;90.034;0;0;0;18;2643;1;3;7;470;23.204;0;0;0;14;699;0;0;29;2379;110.795;0;0;0;34;2729;0;0;39;3752;167.792;0;0;0;28;2592;0;0;83
7;Domiciliazione Bancaria;F;23.93;2;5;N;N;0;0;0;0;0;0;0;0;0;0;8;3129;114.597;0;0;0;2;26;0;0;313;57923;229.171;0;0;0;292;22192;0;0;238;28666;121.795;0;0;0;263;34279;0;1;370;48990;2.044.947;0;0;0;225;15585;1;0;349;53872;2.526.982;0;0;0;150;22097;0;0;74;9786;409.013;0;0;0;35;3809;0;0;15;1259;58.282;0;0;0;19;4064;0;0;357;44195;1.870.617;0;0;0;166;33757;1;0;2254
8;Carta di Credito;M;23.67;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;16081;971.585;0;0;0;63;5323;0;0;101;12105;724.512;0;0;0;41;1380;0;1;187;14772;948.928;0;0;0;81;5884;0;0;200;21706;1.318.633;0;0;0;145;7545;0;0;146;17591;1.052.018;0;0;0;70;4736;0;0;50;7288;423.996;0;0;0;8;494;0;0;199;22955;1.380.598;0;0;0;65;6138;0;0;605
8;Bollettino Postale;F;36.55;1;5;N;N;35;3119;464.305;106;7821;240.819;87;5486;0;0;16;1595;235.479;26;4450;101.561;44;5194;0;1;44;3421;515.068;62;11882;263.517;73;10134;0;3;162;26630;1.595.067;0;0;0;127;10542;0;2;75;7371;455.112;0;0;0;81;3986;0;0;160;17834;1.077.954;0;0;0;154;11096;0;1;179;16840;1.046.657;0;0;0;195;8018;0;2;99;7558;48.847;0;0;0;63;6017;0;1;95;11768;697.924;0;0;0;97;5659;0;0;421
8;Bollettino Postale;M;44.59;3;5;N;N;0;0;0;56;3750;12.082;13;713;0;0;0;0;0;29;1647;55.901;8;401;0;0;34;1606;255.574;128;4713;211.386;26;2079;0;0;20;886;142.284;153;3720;219.499;31;2389;0;0;10;237;42.861;38;2050;73.673;27;3117;0;0;0;0;0;6;810;19.796;8;631;0;0;1;29;0.5015;7;646;18.076;1;2;0;0;8;540;7.611;21;2318;60.606;20;2142;0;10;18;2050;123.629;0;0;0;135;8628;0;0;0
8;Bollettino Postale;B;29.6;3;5;N;N;27;1533;102.982;12;1566;52.188;7;140;0;3;28;1186;89.672;0;0;0;16;639;0;1;49;2803;194.229;0;0;0;4;258;0;0;61;4334;285.074;0;0;0;24;2694;0;0;70;3954;273.851;0;0;0;21;809;0;0;45;1741;135.678;0;0;0;42;2349;0;0;34;1768;12.57;0;0;0;23;1625;0;0;33;1636;117.897;0;0;0;32;1681;0;0;29;1414;102.393;0;0;0;30;2519;0;0;20
6;Domiciliazione Bancaria;M;41.4;4;5;N;N;123;11559;519.881;0;0;0;77;7165;0;0;168;17457;764.718;0;0;0;96;8522;0;2;165;20401;863.738;0;0;0;88;9269;0;0;159;15944;705.051;0;0;0;118;21881;0;0;201;24208;1.030.321;0;0;0;140;13357;5;4;205;30380;1.242.079;0;0;0;123;16444;7;0;170;20275;863.557;0;0;0;123;12868;0;0;126;19569;79.21;0;0;0;54;5206;2;0;182;18854;820.474;0;0;0;136;12228;0;0;236
8;Carta di Credito;M;22.75;3;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0.1085;0;0;0;19;593;0;0;1;51;0.3646;0;0;0;42;2780;0;0;1;84;0.5335;0;0;0;12;719;0;0;0;0;0;0;0;0;22;617;0;0;8;351;26.246;0;0;0;11;389;0;0;0;0;0;0;0;0;19;591;0;0;0
7;Domiciliazione Bancaria;B;20.49;1;5;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;4288;193.243;0;0;0;43;4095;0;0;85;8805;387.017;0;0;0;73;4983;0;0;0;0;0;0;0;0;6;200;0;0;80;10630;44.282;0;0;0;45;3286;0;0;0
8;Carta di Credito;M;44.72;2;5;N;N;17;3012;164.094;24;4180;130.994;22;1691;0;1;26;3505;197.395;3;179;0.7649;49;8307;0;0;30;5597;305.737;0;0;0;23;4808;0;1;64;6459;395.998;0;0;0;48;9330;0;0;58;7229;43.026;0;0;0;32;5273;0;0;48;5585;335.707;0;0;0;37;7123;0;0;57;8087;472.155;0;0;0;32;7086;0;1;49;4864;299.824;0;0;0;35;4872;0;0;47;3825;243.478;0;0;0;38;5942;0;0;245
7;Domiciliazione Bancaria;B;34.16;1;5;Y;N;550;89822;4.889.241;89;6767;261.312;285;31165;0;0;502;78683;3.502.998;75;9066;299.416;219;26099;6;0;563;76786;325.766;103;13459;354.506;288;34357;0;0;407;47433;2.146.137;62;8171;214.541;177;16057;2;0;464;41783;2.022.048;99;7019;263.031;220;17449;0;0;488;48957;2.101.355;69;6896;188.817;294;21822;3;0;450;49874;2.201.119;96;8390;259.406;215;19684;3;0;78;12514;448.305;40;5560;166.707;51;3465;0;0;451;42813;1.618.731;0;0;0;201;21646;6;4;244
3;Domiciliazione Bancaria;B;35.9;1;5;N;N;18;1324;83.005;9;1136;38.151;22;652;0;0;26;2029;125.561;12;842;33.792;27;636;0;0;39;2628;168.107;8;707;26.226;33;1250;0;0;26;2371;142.186;27;3153;107.996;29;1793;0;0;27;1960;123.247;19;1608;60.487;29;1773;0;0;26;1241;87.224;22;1129;51.408;22;547;0;0;43;3446;209.997;30;2132;85.169;36;2237;0;1;33;3575;208.013;17;1471;54.946;19;2294;0;0;25;4033;222.051;18;1758;63.261;15;565;0;0;2544
8;Carta di Credito;B;28.72;1;7;N;N;61;9442;567.777;0;0;0;47;3548;0;0;179;20501;123.52;0;0;0;166;13765;0;0;184;19010;1.164.006;0;0;0;128;12156;2;1;156;15089;934.167;0;0;0;89;7155;0;0;166;16999;1.040.289;0;0;0;137;13699;0;0;166;15308;1.265.469;0;0;0;153;10088;0;0;135;16221;969.426;0;0;0;97;7636;0;0;73;6379;402.206;0;0;0;95;8403;0;0;129;13408;820.144;0;0;0;91;7723;0;1;151
7;Domiciliazione Bancaria;B;40.62;2;5;Y;N;226;42910;2.060.844;17;3522;107.051;155;31951;0;0;250;49219;213.746;10;2373;70.625;172;34522;0;1;396;77353;303.673;0;0;0;528;76685;0;3;214;48798;1.879.351;0;0;0;247;32532;0;4;228;35727;1.449.596;0;0;0;138;15140;0;5;165;18326;793.195;0;0;0;89;8729;0;1;187;21795;933.878;0;0;0;123;8996;2;10;103;13216;554.499;0;0;0;80;7659;1;0;213;31869;130.097;0;0;0;131;14906;0;1;3961
8;Bollettino Postale;M;43.73;4;3;N;N;54;3589;230.386;24;1462;61.949;90;3592;23;10;44;3579;219.572;16;1095;44.348;84;3306;28;4;50;4007;246.588;18;575;33.203;104;4386;31;3;56;3952;250.099;22;1277;55.168;91;5539;17;15;40;2924;183.564;19;1192;49.905;91;6374;20;4;82;8584;502.311;25;2680;93.923;105;9235;36;3;78;6997;413.661;4;236;10.128;106;8789;14;8;79;4643;303.284;0;0;0;76;4939;19;11;100;10455;626.008;0;0;0;82;6812;18;7;588
6;Domiciliazione Bancaria;B;28.75;1;5;N;N;298;17956;915.947;0;0;0;170;7857;0;0;343;27752;129.736;0;0;0;226;12407;0;0;337;21921;108.992;0;0;0;276;15853;0;0;309;23863;1.130.121;0;0;0;180;15521;1;0;278;16985;864.342;0;0;0;198;7707;0;0;258;17112;846.979;0;0;0;246;11118;0;0;359;28717;1.345.659;0;0;0;348;18479;2;0;234;14528;734.422;0;0;0;213;12033;0;0;226;16478;793.407;0;0;0;157;14040;0;0;692
4;Bollettino Postale;B;31.47;3;5;N;N;44;7060;34.629;3;280;1.021;10;1496;0;0;59;11189;519.334;6;490;18.654;40;5397;0;0;55;7316;349.259;4;621;19.909;33;2849;0;0;21;2407;138.374;1;94;0.3419;24;392;0;0;56;7093;358.669;1;399;11.171;33;2463;0;0;34;4623;22.219;1;31;0.1823;15;776;0;0;50;4992;262.778;3;675;20.245;23;2136;0;0;9;1106;56.428;0;0;0;1;35;0;0;35;5716;278.474;11;1687;54.233;9;805;0;0;4224
7;Carta di Credito;M;27.11;3;3;N;N;82;7846;54.951;4;177;11.362;182;13996;1;0;140;12668;907.503;13;600;29.557;190;23671;0;0;160;13167;1.176.132;32;2220;8.582;175;31197;0;0;218;23197;1.949.806;36;5068;165.974;226;36208;1;0;193;13906;1.020.545;56;3468;144.928;192;22037;0;0;255;22898;172.118;11;332;19.796;311;23967;1;1;456;44527;2.751.243;0;0;0;388;39204;0;0;156;12754;814.556;0;0;0;162;14190;0;0;227;19859;1.248.808;0;0;0;243;26911;0;0;1748
8;Carta di Credito;M;21.21;4;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;8667;503.938;0;0;0;47;3928;0;0;233;38668;222.173;0;0;0;211;22423;0;0;259;53352;2.999.892;0;0;0;204;18335;0;0;323;50025;2.896.585;0;0;0;224;21116;0;0;292;63932;3.576.991;0;0;0;121;8713;0;0;1747
8;Bollettino Postale;M;29.04;4;5;Y;N;42;3206;199.358;9;773;28.932;51;4423;0;0;41;3791;226.781;5;289;12.509;86;7561;0;0;55;4948;299.974;1;32;0.1844;65;8643;0;0;36;3338;208.189;0;0;0;98;5364;2;0;28;2605;162.369;0;0;0;53;3432;0;0;60;7777;406.266;0;0;0;107;5701;1;0;67;7456;433.132;0;0;0;95;8673;0;0;71;9502;503.969;0;0;0;46;3384;0;0;92;13813;760.178;0;0;0;58;6703;0;0;1867
7;Carta di Credito;M;37.4;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;14668;412.055;65;7333;158.149;159;12488;60;9;332;22569;701.901;84;7039;19.945;283;19093;49;4;83;7163;203.784;77;7795;197.793;159;14411;48;5;296;23243;739.287;41;2517;84.363;343;33143;50;5;13839
8;Carta di Credito;M;33.7;1;5;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;2731;19.362;0;0;0;71;6679;0;0;59;3353;225.511;0;0;0;67;9493;0;0;49;5479;203.629;0;0;0;64;7875;0;2;25;1642;102.289;0;0;0;24;2742;0;0;54;3103;173.473;0;0;0;57;6334;0;0;181
7;Carta di Credito;M;34.49;1;5;N;N;61;7389;421.449;20;3953;121.099;31;1262;0;0;68;7166;418.857;15;2715;84.467;57;1210;0;0;37;2905;179.546;8;312;16.196;23;286;0;0;51;3631;229.333;10;871;32.464;18;435;0;1;16;1269;78.254;6;305;1.395;23;697;0;0;50;6372;332.764;13;1894;63.034;54;6113;0;1;18;1737;77.623;0;0;0;24;636;0;0;30;1939;96.882;0;0;0;15;645;0;0;28;2843;125.546;0;0;0;6;129;0;0;0
7;Carta di Credito;M;23.18;4;3;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;26352;944.486;0;0;0;75;8110;0;1;408;58494;2.352.513;0;0;0;130;23330;17;1;470;58812;2.482.066;0;0;0;142;19743;3;1;543;66624;2.823.904;0;0;0;130;28903;0;0;530;60288;259.517;0;0;0;120;18055;9;2;306;39756;1.666.059;0;0;0;67;7221;5;1;497;76779;3.118.429;0;0;0;100;22960;7;1;8704
6;Carta di Credito;B;29.73;3;5;N;N;10;798;37.448;0;0;0;27;1139;0;1;42;8563;334.396;0;0;0;40;1185;0;0;98;14788;603.779;0;0;0;371;36015;0;0;28;1761;88.774;0;0;0;34;1117;0;0;30;2762;124.853;0;0;0;20;678;0;0;31;1713;90.246;0;0;0;35;1782;0;0;67;4727;229.865;0;0;0;39;2022;0;0;170;34877;1.360.807;0;0;0;22;2776;3;0;36;2803;13.244;0;0;0;28;1703;0;0;9
8;Carta di Credito;M;16.95;1;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Bollettino Postale;B;15.47;3;5;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;M;16.16;2;9;N;Y;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Carta di Credito;B;23.67;2;7;Y;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;9831;433.374;1;32;0.157;34;862;1;3;146;10911;437.072;0;0;0;25;1394;0;0;86;5011;219.122;0;0;0;24;1275;0;0;109;5599;237.828;0;0;0;51;2481;0;0;87;3740;210.838;0;0;0;27;2062;1;0;50;2797;105.884;0;0;0;23;1842;0;0;111;6423;281.836;0;0;0;54;3559;0;0;517
8;Carta di Credito;F;26.62;1;3;Y;N;312;51712;2.835.989;0;0;0;196;20766;0;0;325;44300;2.605.293;0;0;0;219;17743;0;0;426;126657;6.726.092;0;0;0;458;57265;38;0;346;58238;3.032.666;0;0;0;784;69692;8;3;163;34344;1.277.807;0;0;0;86;9285;32;1;0;0;0;0;0;0;0;0;0;0;62;8263;229.648;0;0;0;26;355;13;0;250;44724;1.391.913;0;0;0;62;8017;24;2;252;39391;166.515;0;0;0;91;13638;14;0;1815
8;Carta di Credito;M;28;3;5;Y;N;5;286;33.379;52;2383;130.777;12;534;0;1;128;7655;539.202;14;517;23.158;48;1106;0;8;156;9160;630.408;0;0;0;124;2490;0;2;90;5763;387.177;0;0;0;37;1077;0;1;121;9347;603.847;0;0;0;77;2444;0;10;67;5706;361.551;0;0;0;14;294;0;10;173;13838;887.655;0;0;0;42;2073;0;27;266;15097;1.001.425;0;0;0;50;2791;0;5;171;10393;692.796;0;0;0;55;3356;0;18;453
8;Bollettino Postale;B;43.93;2;5;N;N;13;1141;68.926;15;1142;44.513;22;1446;0;0;10;667;42.773;10;798;30.605;17;450;0;0;4;251;16.341;11;1015;37.159;11;809;0;0;14;1009;63.555;25;1994;7.546;29;1727;0;0;14;883;58.143;6;256;12.705;15;501;0;0;20;1612;103.255;0;0;0;3;472;0;0;47;4624;285.435;0;0;0;39;3808;0;0;13;1174;73.569;0;0;0;11;984;0;0;12;1194;73.564;0;0;0;12;509;0;0;0
8;Carta di Credito;F;16.55;3;9;N;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;Domiciliazione Bancaria;B;28.75;2;5;N;N;0;0;0;1;23;0.1617;5;194;0;0;3;263;16.573;0;0;0;4;119;0;0;7;354;25.363;0;0;0;3;67;0;0;9;419;29.727;0;0;0;16;2442;0;0;15;2201;128.257;0;0;0;10;279;0;0;8;651;41.616;0;0;0;11;609;0;0;27;3391;201.614;0;0;0;28;2416;0;0;5;368;2.402;0;0;0;6;90;0;0;14;1828;108.115;0;0;0;5;158;0;0;0
6;Bollettino Postale;B;43.73;1;5;Y;N;183;17957;799.248;0;0;0;156;14082;0;0;286;27791;1.227.737;0;0;0;153;10020;0;0;344;33915;1.441.968;0;0;0;219;17425;0;0;249;22488;994.603;0;0;0;125;7298;0;0;230;20509;89.221;0;0;0;157;9052;0;0;193;16210;722.776;0;0;0;159;10274;0;0;154;13035;570.592;0;0;0;129;7286;0;0;39;4151;181.349;0;0;0;37;2019;0;0;37;2092;109.318;0;0;0;17;656;0;1;9
7;Bollettino Postale;B;28.91;3;8;N;N;840;93017;4.028.369;0;0;0;1;4;0;0;748;83374;3.607.467;0;0;0;1;14;0;0;5;1593;5.93;0;0;0;0;0;1;2;12;201;19.228;0;0;0;11;72;0;0;1298;138934;6.064.046;0;0;0;7;33;0;0;1063;116218;5.048.072;0;0;0;10;449;0;0;931;102699;4.453.119;0;0;0;3;13;0;0;940;103669;4.493.919;0;0;0;2;7;1;0;981;106211;4.623.591;0;0;0;0;0;0;0;3397
7;Domiciliazione Bancaria;B;43.44;2;5;N;N;36;5435;30.16;0;0;0;220;23483;0;0;28;3727;210.244;2;267;0.8852;248;25097;0;0;33;7012;370.418;0;0;0;398;36202;0;0;46;5427;231.946;0;0;0;275;25457;0;0;67;7448;322.321;0;0;0;287;23750;0;0;39;5772;236.439;0;0;0;311;26531;0;0;54;6269;268.816;0;0;0;436;25329;0;0;27;1933;93.577;0;0;0;204;14238;0;0;63;7362;315.266;0;0;0;392;39666;0;0;165
